year,respondent_id,weight,gender,age,education,income_quintile,employment_status,area_type,has_account,has_bank_account,has_mobile_money,has_digital_account,did_save,did_borrow,owns_mobile_phone,uses_internet,receives_pension,receives_remittances,any_digital_payment
2017,114909511,1.1359648198477,Male,50.0,Primary or less,2,1,,0,0,0,,1,0,0.0,,4,5.0,
2017,168937007,1.11884132813753,Male,21.0,Secondary,5,0,,0,0,0,,1,0,1.0,,4,2.0,
2017,175841673,0.792787215169855,Female,25.0,Primary or less,2,0,,0,0,0,,0,0,0.0,,4,5.0,
2017,146740152,2.24923927529233,Male,66.0,Primary or less,3,0,,0,0,0,,0,0,1.0,,2,5.0,
2017,186605982,0.51588667749841,Female,35.0,Secondary,4,0,,0,0,0,,0,1,1.0,,4,5.0,
2017,139029550,0.507286880762063,Male,44.0,Secondary,5,1,,1,1,1,,1,0,1.0,,4,1.0,
2017,133801153,0.567982409923852,Male,51.0,Primary or less,5,1,,0,0,0,,1,0,1.0,,4,3.0,
2017,188279870,1.51932577450302,Male,51.0,Primary or less,5,1,,1,0,1,,1,1,1.0,,4,1.0,
2017,186770838,1.17514088632139,Female,48.0,Primary or less,4,1,,0,0,0,,1,1,1.0,,4,5.0,
2017,190938352,0.605664094650153,Female,16.0,Primary or less,3,0,,0,0,0,,0,0,0.0,,4,5.0,
2017,131017272,0.760539920278015,Female,26.0,Secondary,4,1,,0,0,0,,0,0,1.0,,4,5.0,
2017,124679359,0.324238873902701,Female,17.0,Primary or less,3,1,,0,0,0,,0,0,1.0,,4,5.0,
2017,132947092,0.335803060754263,Female,27.0,Secondary,4,1,,1,1,0,,0,1,1.0,,4,1.0,
2017,206323048,1.14011865872826,Male,32.0,Primary or less,2,0,,0,0,0,,0,0,0.0,,4,5.0,
2017,202397870,0.867544174534678,Male,23.0,Tertiary+,4,1,,0,0,0,,1,1,1.0,,4,2.0,
2017,211092670,2.45916099574963,Female,50.0,Primary or less,5,1,,0,0,0,,0,0,0.0,,4,5.0,
2017,140797122,0.463790518546402,Female,38.0,Primary or less,3,1,,0,0,0,,1,0,1.0,,4,5.0,
2017,207390001,0.705488942598586,Female,40.0,Secondary,5,1,,1,1,1,,1,0,1.0,,4,1.0,
2017,126155000,0.290594591450477,Male,25.0,Secondary,5,1,,1,1,1,,1,1,1.0,,4,1.0,
2017,203050514,0.396393607584927,Female,25.0,Primary or less,4,1,,0,0,0,,1,1,0.0,,4,5.0,
2017,156164632,0.896969442915166,Female,30.0,Primary or less,1,1,,1,1,0,,0,0,1.0,,4,5.0,
2017,188309780,0.869832619386722,Male,27.0,Secondary,3,1,,1,1,0,,1,1,1.0,,4,1.0,
2017,164421231,0.290594591450477,Female,37.0,Secondary,5,1,,1,1,1,,1,1,1.0,,4,1.0,
2017,206342367,0.748877679966784,Male,22.0,Secondary,5,0,,0,0,0,,1,1,1.0,,4,2.0,
2017,152231339,0.878705082285889,Male,22.0,Secondary,4,1,,1,0,1,,1,1,1.0,,4,1.0,
2017,155861130,1.14011865872826,Male,28.0,Primary or less,2,1,,0,0,0,,1,0,1.0,,4,5.0,
2017,177850543,1.04029640322525,Female,35.0,Primary or less,2,1,,0,0,0,,0,1,1.0,,4,3.0,
2017,139488781,0.636618172145435,Female,33.0,Primary or less,2,1,,0,0,0,,0,0,1.0,,4,5.0,
2017,197770612,0.997376780074074,Male,40.0,Primary or less,1,0,,0,0,0,,0,0,0.0,,4,5.0,
2017,191153352,0.498688390037037,Male,36.0,Primary or less,3,1,,0,0,0,,0,0,1.0,,4,5.0,
2017,144454343,0.511454188376139,Female,20.0,Primary or less,1,1,,0,0,0,,1,1,1.0,,4,5.0,
2017,192208388,2.45916099574963,Female,45.0,Primary or less,1,0,,1,0,1,,1,1,1.0,,4,2.0,
2017,152653284,0.290594591450477,Female,16.0,Primary or less,5,1,,1,1,1,,1,1,1.0,,4,5.0,
2017,116271998,2.24923927529233,Male,76.0,Primary or less,4,1,,0,0,0,,0,0,0.0,,4,5.0,
2017,142290285,2.00043367565569,Male,27.0,Primary or less,5,1,,1,1,0,,1,1,1.0,,4,5.0,
2017,116034217,1.58470617134833,Female,52.0,Primary or less,4,1,,1,1,0,,1,1,1.0,,4,2.0,
2017,178955422,0.538789759354376,Female,23.0,Primary or less,3,0,,0,0,0,,0,0,0.0,,4,5.0,
2017,149875540,1.16135228893577,Male,21.0,Secondary,3,1,,0,0,0,,0,1,1.0,,4,5.0,
2017,173643788,0.294859494704489,Female,26.0,Secondary,4,1,,1,1,0,,1,1,1.0,,4,2.0,
2017,140131526,0.781653221452664,Female,30.0,Secondary,2,1,,0,0,0,,0,0,1.0,,4,3.0,
2017,210119317,0.950050976220076,Female,34.0,Primary or less,4,0,,0,0,0,,0,0,1.0,,4,2.0,
2017,176508077,1.5827078729492,Male,16.0,Secondary,5,0,,1,0,1,,1,1,1.0,,4,1.0,
2017,173327646,0.328493755996689,Male,21.0,Secondary,4,1,,0,0,0,,1,1,1.0,,4,2.0,
2017,137201153,0.62365516212201,Male,18.0,Secondary,2,0,,0,0,0,,0,0,0.0,,4,5.0,
2017,122158317,1.24731032424402,Male,15.0,Secondary,1,0,,0,0,0,,1,0,0.0,,4,5.0,
2017,152426486,0.556467862363874,Female,50.0,Primary or less,5,0,,0,0,0,,0,1,0.0,,4,3.0,
2017,150655282,1.22202395304727,Female,15.0,Primary or less,1,1,,0,0,0,,0,1,1.0,,2,5.0,
2017,162459510,1.05513858196614,Male,16.0,Secondary,4,1,,0,0,0,,0,0,0.0,,4,5.0,
2017,167217907,0.693530935483499,Female,39.0,Primary or less,4,0,,0,0,0,,0,0,1.0,,4,5.0,
2017,157107582,1.5827078729492,Male,17.0,Secondary,4,1,,0,0,0,,1,0,1.0,,4,2.0,
2017,202873702,2.40957211776633,Male,30.0,Primary or less,1,1,,0,0,0,,1,1,0.0,,4,5.0,
2017,137953247,1.52752994130909,Female,16.0,Secondary,2,0,,0,0,0,,0,0,0.0,,4,3.0,
2017,147896105,0.695505783855902,Female,26.0,Primary or less,3,1,,1,0,1,,1,1,1.0,,4,1.0,
2017,186977417,0.567982409923852,Male,47.0,Primary or less,3,1,,1,0,1,,0,0,1.0,,4,5.0,
2017,140950432,0.315529872785871,Female,46.0,Secondary,2,1,,1,0,1,,1,1,1.0,,4,1.0,
2017,160345491,0.418277151480107,Male,75.0,Secondary,5,1,,0,0,0,,0,0,1.0,,4,2.0,
2017,147730631,1.61636927806313,Female,20.0,Primary or less,3,0,,0,0,0,,0,0,0.0,,4,5.0,
2017,171304790,0.361070528698827,Male,29.0,Secondary,4,0,,0,0,0,,1,0,1.0,,4,2.0,
2017,148420246,0.580676144467887,Male,16.0,Secondary,2,1,,0,0,0,,0,0,0.0,,4,5.0,
2017,191016372,0.312661288581066,Female,31.0,Secondary,5,0,,0,0,0,,1,1,1.0,,4,2.0,
2017,185732603,0.473554126950815,Female,31.0,Secondary,4,0,,0,0,0,,1,1,1.0,,4,5.0,
2017,187927630,0.449642681103175,Male,26.0,Secondary,5,1,,1,1,1,,1,1,1.0,,4,1.0,
2017,159119887,0.39100494664711,Female,60.0,Primary or less,3,1,,0,0,0,,0,0,0.0,,4,3.0,
2017,174341200,0.956807630458774,Male,35.0,Secondary,4,1,,1,0,1,,0,1,1.0,,4,2.0,
2017,176143819,2.04581675350456,Female,15.0,Primary or less,2,0,,0,0,0,,0,0,0.0,,4,2.0,
2017,155849726,0.935482743183015,Male,20.0,Secondary,3,1,,1,1,0,,1,1,0.0,,4,1.0,
2017,177940074,0.973840280836975,Female,55.0,Primary or less,5,1,,1,1,0,,1,1,1.0,,4,4.0,
2017,139550802,2.78220033334623,Male,60.0,Primary or less,2,1,,0,0,0,,0,1,1.0,,4,3.0,
2017,158475457,1.70394722977156,Male,50.0,Primary or less,3,0,,0,0,0,,0,0,1.0,,4,5.0,
2017,183138510,2.32452382941123,Male,15.0,Primary or less,5,1,,0,0,0,,0,1,1.0,,4,3.0,
2017,180884717,1.68692945646925,Male,57.0,Primary or less,1,1,,0,0,0,,0,0,0.0,,4,5.0,
2017,117261282,0.552174654295059,Female,21.0,Secondary,4,1,,1,1,0,,1,1,1.0,,4,2.0,
2017,161352391,2.04581675350456,Female,22.0,Primary or less,1,0,,1,1,0,,1,1,0.0,,4,5.0,
2017,130298920,2.78220033334623,Male,15.0,Primary or less,2,1,,0,0,0,,1,1,0.0,,4,5.0,
2017,199134246,0.562309818823082,Male,64.0,Primary or less,2,0,,0,0,0,,1,0,0.0,,4,5.0,
2017,172552926,1.83423973375779,Female,19.0,Secondary,5,1,,0,0,0,,0,0,1.0,,4,5.0,
2017,129579017,2.38103734416061,Female,16.0,Primary or less,1,1,,1,1,1,,1,0,,,5,5.0,
2017,183025342,1.83105943854804,Male,34.0,Primary or less,1,1,,0,0,0,,1,1,0.0,,4,2.0,
2017,174921677,0.290594591450477,Female,30.0,Secondary,4,1,,1,0,1,,0,0,1.0,,4,5.0,
2017,210954692,1.52752994130909,Female,16.0,Secondary,2,1,,0,0,0,,0,0,1.0,,4,5.0,
2017,146980039,0.595835043285974,Female,32.0,Secondary,3,1,,1,0,1,,1,1,1.0,,4,2.0,
2017,158277760,0.498688390037037,Male,41.0,Primary or less,4,0,,0,0,0,,0,0,1.0,,4,3.0,
2017,181884871,0.562309818823082,Male,60.0,Primary or less,1,0,,0,0,0,,0,1,1.0,,4,5.0,
2017,167253793,0.290594591450477,Male,37.0,Tertiary+,5,1,,1,1,0,,1,0,1.0,,4,1.0,
2017,200509542,0.562309818823082,Male,60.0,Primary or less,3,0,,0,0,0,,0,0,0.0,,4,5.0,
2017,158165506,0.335803060754263,Female,29.0,Secondary,3,0,,1,1,1,,1,1,1.0,,4,5.0,
2017,145047170,0.916517964785452,Female,23.0,Secondary,2,0,,0,0,0,,0,0,1.0,,4,5.0,
2017,192378586,0.562309818823082,Male,84.0,Primary or less,3,1,,1,0,1,,1,1,0.0,,4,3.0,
2017,138209047,0.463790518546402,Female,41.0,Primary or less,1,1,,1,1,0,,1,1,0.0,,4,5.0,
2017,174488664,0.290594591450477,Male,29.0,Secondary,5,1,,1,1,0,,1,0,1.0,,4,1.0,
2017,150567272,1.17514088632139,Female,47.0,Secondary,2,1,,0,0,0,,0,1,1.0,,4,5.0,
2017,157033971,0.621398334348592,Female,35.0,Primary or less,4,1,,0,0,0,,1,0,1.0,,4,2.0,
2017,173209614,1.58470617134833,Female,48.0,Primary or less,1,1,,0,0,0,,1,1,1.0,,4,3.0,
2017,162820034,0.290594591450477,Male,32.0,Secondary,5,1,,1,0,1,,1,0,1.0,,4,1.0,
2017,125331755,0.653462218409413,Female,42.0,Primary or less,1,1,,1,1,0,,1,1,1.0,,4,5.0,
2017,125279782,0.932585145037451,Male,20.0,Secondary,4,1,,0,0,0,,1,1,1.0,,4,5.0,
2017,135539670,0.589718989408978,Female,26.0,Secondary,2,1,,1,1,0,,1,0,1.0,,4,1.0,
2017,147584037,2.63784645491534,Male,21.0,Secondary,3,1,,0,0,0,,1,1,1.0,,4,5.0,
2017,181047550,0.732294363553432,Female,40.0,Primary or less,1,1,,1,1,0,,1,1,0.0,,4,3.0,
2017,203777922,1.22722405817179,Male,22.0,Secondary,5,0,,0,0,0,,0,0,1.0,,4,5.0,
2017,175365428,0.818149372114529,Male,18.0,Secondary,3,0,,0,0,0,,0,0,0.0,,4,5.0,
2017,181925590,0.290594591450477,Female,21.0,Secondary,5,0,,1,0,1,,1,0,1.0,,4,2.0,
2017,188204861,0.528235390449443,Female,47.0,Primary or less,2,1,,0,0,0,,1,1,1.0,,4,3.0,
2017,112269399,2.6909083287455,Female,29.0,Primary or less,4,1,,0,0,0,,1,1,1.0,,4,2.0,
2017,198238126,1.1378085207993,Female,17.0,Secondary,5,0,,0,0,0,,0,1,1.0,,4,5.0,
2017,196692067,0.915529719274018,Male,34.0,Primary or less,5,1,,1,1,0,,1,1,1.0,,4,3.0,
2017,164575195,0.290594591450477,Female,30.0,Tertiary+,5,1,,1,1,1,,1,0,1.0,,4,1.0,
2017,155932206,0.568904260399652,Female,23.0,Secondary,4,1,,1,1,0,,1,0,1.0,,4,1.0,
2017,144285036,0.546871680839914,Male,28.0,Secondary,2,1,,1,1,0,,1,0,1.0,,4,3.0,
2017,170564338,1.60638141184422,Male,32.0,Primary or less,3,1,,0,0,0,,0,1,1.0,,4,5.0,
2017,151987001,0.902676321747067,Male,30.0,Secondary,2,1,,0,0,0,,0,1,1.0,,4,5.0,
2017,147709920,1.05709406100195,Male,40.0,Secondary,2,1,,1,1,1,,1,1,1.0,,4,1.0,
2017,168560705,1.65273081031848,Female,61.0,Primary or less,2,0,,0,0,0,,0,1,0.0,,4,5.0,
2017,122217855,0.552174654295059,Female,17.0,Secondary,1,1,,1,1,0,,0,1,1.0,,4,5.0,
2017,182060829,1.9673287965997,Female,50.0,Primary or less,2,1,,0,0,0,,1,1,1.0,,4,3.0,
2017,124624677,0.290594591450477,Female,32.0,Tertiary+,5,1,,1,1,1,,1,0,1.0,,4,1.0,
2017,140397730,0.68300561326311,Male,51.0,Secondary,2,1,,1,1,0,,1,1,1.0,,4,1.0,
2017,170932949,0.80319070592211,Male,30.0,Primary or less,5,1,,0,0,0,,0,0,1.0,,4,3.0,
2017,153558268,1.49775535993357,Male,17.0,Secondary,5,1,,0,0,0,,1,0,1.0,,4,5.0,
2017,117193647,2.78220033334623,Female,28.0,Primary or less,2,1,,1,1,0,,1,1,1.0,,4,4.0,
2017,138574420,0.621018795245714,Male,41.0,Primary or less,3,1,,1,1,0,,1,0,0.0,,4,5.0,
2017,144929900,0.290594591450477,Female,45.0,Secondary,3,1,,1,1,0,,1,1,1.0,,4,1.0,
2017,185195075,1.08415434529534,Female,20.0,Secondary,1,1,,0,0,0,,0,0,1.0,,4,5.0,
2017,123534905,1.66940358709162,Female,50.0,Primary or less,5,1,,0,0,0,,0,0,0.0,,4,5.0,
2017,137035456,0.290594591450477,Male,22.0,Secondary,5,1,,0,0,0,,1,1,1.0,,4,4.0,
2017,154425002,0.550910270106161,Female,67.0,Primary or less,4,0,,0,0,0,,0,0,1.0,,4,2.0,
2017,151874350,0.646473084395465,Male,32.0,Secondary,2,1,,0,0,0,,1,0,1.0,,4,3.0,
2017,167754133,1.05647078089889,Female,48.0,Primary or less,3,0,,1,1,0,,1,0,1.0,,4,1.0,
2017,201772450,0.495980704677811,Male,20.0,Secondary,4,1,,0,0,0,,1,1,1.0,,4,5.0,
2017,157212316,2.69394879677188,Female,17.0,Primary or less,2,0,,0,0,0,,0,1,1.0,,4,2.0,
2017,200775597,0.296869461639676,Male,57.0,Secondary,5,1,,0,0,0,,1,1,1.0,,4,5.0,
2017,134826997,0.807552126200204,Female,20.0,Secondary,2,1,,0,0,0,,1,1,1.0,,4,2.0,
2017,183498218,0.997376780074074,Male,42.0,Primary or less,3,1,,0,0,0,,1,0,1.0,,4,5.0,
2017,135533023,0.707310936004489,Male,50.0,Primary or less,2,1,,0,0,0,,1,0,0.0,,4,5.0,
2017,176941649,1.52752994130909,Female,15.0,Secondary,2,1,,0,0,0,,0,0,0.0,,4,3.0,
2017,119994357,0.290594591450477,Female,22.0,Secondary,5,1,,1,1,1,,1,0,1.0,,4,1.0,
2017,195759402,0.604842465043686,Female,25.0,Secondary,4,1,,1,1,1,,1,0,1.0,,4,1.0,
2017,120101488,1.08415434529534,Female,20.0,Secondary,1,1,,1,1,0,,1,1,1.0,,4,1.0,
2017,187799039,0.604842465043686,Female,34.0,Secondary,5,0,,1,1,0,,1,0,1.0,,4,1.0,
2017,120976588,1.02290837675228,Female,21.0,Primary or less,2,1,,0,0,0,,1,0,1.0,,4,5.0,
2017,169499141,1.12461963764616,Male,65.0,Primary or less,4,1,,1,1,0,,1,1,1.0,,1,5.0,
2017,197910251,0.977157241284271,Female,40.0,Primary or less,4,0,,0,0,0,,0,0,0.0,,4,5.0,
2017,166659574,0.7648049874611,Female,15.0,Primary or less,4,1,,0,0,0,,0,0,0.0,,4,5.0,
2017,155408391,0.698816898160888,Male,17.0,Secondary,5,1,,1,1,1,,1,1,1.0,,4,5.0,
2017,120613214,2.04537343028632,Male,20.0,Secondary,2,1,,0,0,0,,1,1,1.0,,4,2.0,
2017,201189688,2.78220033334623,Male,17.0,Primary or less,2,1,,0,0,0,,0,1,1.0,,4,5.0,
2017,200057034,1.59050090547547,Female,30.0,Primary or less,4,1,,1,1,0,,0,0,1.0,,4,5.0,
2017,208379733,0.674464021654762,Male,26.0,Secondary,3,1,,1,1,1,,1,1,1.0,,4,1.0,
2017,136827356,2.78220033334623,Male,49.0,Primary or less,1,1,,1,1,0,,1,1,1.0,,4,1.0,
2017,156498648,0.344882665176365,Female,20.0,Secondary,3,1,,0,0,0,,1,0,1.0,,4,2.0,
2017,171826801,0.31884239432227,Male,68.0,Secondary,3,0,,0,0,0,,1,0,1.0,,4,5.0,
2017,157488383,0.952414937664244,Female,17.0,Primary or less,3,1,,0,0,0,,0,1,0.0,,4,5.0,
2017,177552514,0.896969442915166,Female,27.0,Primary or less,5,1,,1,0,1,,1,1,1.0,,4,1.0,
2017,123028787,1.16573143129681,Male,17.0,Secondary,3,0,,0,0,0,,0,1,0.0,,4,5.0,
2017,163040543,0.633367317480051,Female,30.0,Secondary,1,0,,0,0,0,,0,0,1.0,,4,5.0,
2017,116765498,1.74998109442638,Male,37.0,Primary or less,3,1,,1,1,0,,0,0,1.0,,4,5.0,
2017,131323803,2.74969253983874,Male,15.0,Primary or less,1,0,,0,0,0,,0,0,1.0,,4,5.0,
2017,209824666,0.7648049874611,Female,18.0,Primary or less,1,0,,0,0,0,,0,0,0.0,,4,5.0,
2017,208616401,0.549938507967747,Male,23.0,Primary or less,1,1,,0,0,0,,0,0,1.0,,4,5.0,
2017,169125941,0.55691412276272,Female,36.0,Primary or less,3,1,,1,1,0,,0,1,1.0,,5,3.0,
2017,126833572,0.290594591450477,Female,27.0,Secondary,4,0,,1,1,1,,0,1,1.0,,4,1.0,
2017,201190625,2.04581675350456,Female,16.0,Primary or less,1,0,,0,0,0,,0,0,0.0,,4,5.0,
2017,154833684,2.45916099574963,Female,48.0,Primary or less,4,0,,0,0,0,,0,0,0.0,,4,5.0,
2017,151306857,0.366147181776716,Female,38.0,Primary or less,4,1,,0,0,0,,1,1,0.0,,4,3.0,
2017,149065957,0.520735842588499,Female,20.0,Primary or less,3,0,,0,0,0,,1,1,1.0,,4,5.0,
2017,131008646,2.78220033334623,Male,66.0,Primary or less,1,0,,0,0,0,,0,0,0.0,,4,5.0,
2017,202324594,0.565535208447619,Male,40.0,Secondary,2,1,,0,0,0,,0,0,1.0,,4,2.0,
2017,160686093,1.07887477647486,Male,55.0,Secondary,4,1,,1,1,1,,1,0,1.0,,4,1.0,
2017,176172994,0.290594591450477,Female,25.0,Secondary,4,0,,1,1,0,,1,1,1.0,,4,1.0,
2017,128813110,0.869832619386722,Male,28.0,Secondary,5,1,,0,0,0,,1,1,1.0,,4,2.0,
2017,132601347,0.7648049874611,Female,18.0,Primary or less,1,1,,0,0,0,,0,0,0.0,,4,5.0,
2017,139088396,0.665320974266658,Female,37.0,Secondary,5,0,,0,0,0,,0,0,1.0,,4,5.0,
2017,197713126,2.04537343028632,Male,21.0,Secondary,5,1,,0,0,0,,1,0,1.0,,4,2.0,
2017,112160931,0.290594591450477,Female,36.0,Secondary,5,1,,1,1,0,,1,1,1.0,,4,2.0,
2017,150250377,1.22722405817179,Male,15.0,Secondary,5,0,,0,0,0,,1,1,0.0,,4,2.0,
2017,158890432,1.60638141184422,Male,29.0,Primary or less,2,1,,0,0,0,,0,0,1.0,,4,5.0,
2017,186675495,0.520735842588499,Female,20.0,Secondary,4,0,,0,0,0,,0,0,0.0,,4,5.0,
2017,155684201,1.75741016457178,Male,18.0,Secondary,5,1,,0,0,0,,1,1,1.0,,4,3.0,
2017,129181221,0.290594591450477,Female,51.0,Secondary,4,1,,0,0,0,,1,0,1.0,,4,2.0,
2017,186611168,0.674464021654762,Male,28.0,Secondary,4,1,,0,0,0,,1,1,1.0,,4,5.0,
2017,116747121,0.315864808049873,Male,37.0,Secondary,3,1,,1,1,0,,1,0,1.0,,4,2.0,
2017,193841525,0.903083809094688,Male,,Primary or less,4,1,,0,0,0,,1,1,0.0,,4,4.0,
2017,163390568,0.844993477122627,Male,51.0,Secondary,1,1,,1,1,0,,1,0,1.0,,1,5.0,
2017,182896270,0.700246833928521,Male,57.0,Primary or less,4,0,,0,0,0,,0,0,1.0,,4,5.0,
2017,210855617,2.78220033334623,Male,,,3,0,,0,0,0,,1,0,1.0,,4,2.0,
2017,140722479,0.290594591450477,Male,28.0,Secondary,5,1,,1,1,0,,1,1,1.0,,4,3.0,
2017,203046723,0.366847946751558,Female,24.0,Secondary,1,1,,0,0,0,,1,1,1.0,,4,2.0,
2017,122603715,2.24923927529233,Male,61.0,Primary or less,1,0,,0,0,0,,1,1,0.0,,4,5.0,
2017,141887553,0.776277168869699,Male,30.0,Secondary,5,1,,0,0,0,,1,0,1.0,,4,2.0,
2017,179906232,2.78220033334623,Male,58.0,Primary or less,2,1,,0,0,0,,0,1,0.0,,4,3.0,
2017,158050073,0.290594591450477,Male,28.0,Secondary,4,1,,1,1,1,,1,0,1.0,,4,1.0,
2017,128441097,2.10789575433732,Male,40.0,Primary or less,1,1,,0,0,0,,0,0,1.0,,4,5.0,
2017,185412099,2.61384887363765,Female,37.0,Primary or less,5,1,,1,1,0,,1,1,1.0,,4,1.0,
2017,117465124,0.388995958429668,Female,20.0,Secondary,5,0,,1,1,1,,1,0,1.0,,4,1.0,
2017,149983346,1.87219419991696,Male,19.0,Secondary,3,1,,1,1,0,,1,0,1.0,,4,5.0,
2017,198475022,2.04537343028632,Male,15.0,Secondary,5,1,,1,0,1,,1,0,1.0,,4,1.0,
2017,195684129,0.463790518546402,Female,43.0,Primary or less,3,0,,1,1,1,,1,1,1.0,,4,5.0,
2017,158444872,0.550910270106161,Female,60.0,Primary or less,4,0,,0,0,0,,1,1,0.0,,4,3.0,
2017,157314485,0.625322577162131,Female,26.0,Secondary,5,1,,1,1,1,,1,0,1.0,,4,1.0,
2017,131875993,0.290594591450477,Female,18.0,Secondary,3,1,,1,0,1,,1,0,1.0,,4,2.0,
2017,137257385,0.405976994012667,Male,66.0,Secondary,5,1,,1,1,0,,1,1,1.0,,1,1.0,
2017,206808184,2.35400891289016,Female,38.0,Primary or less,5,0,,0,0,0,,1,0,0.0,,4,5.0,
2017,171518050,1.04591952676629,Female,60.0,Primary or less,2,0,,1,1,0,,1,0,1.0,,4,1.0,
2017,180411822,0.896969442915166,Female,29.0,Primary or less,4,0,,1,1,0,,1,1,1.0,,4,1.0,
2017,123164658,1.11382824552544,Female,43.0,Primary or less,1,1,,1,1,0,,1,1,1.0,,4,5.0,
2017,166931130,0.792787215169855,Female,30.0,Primary or less,3,1,,0,0,0,,0,0,0.0,,4,5.0,
2017,200025125,1.13665352318147,Female,50.0,Primary or less,3,1,,0,0,0,,1,0,1.0,,4,2.0,
2017,150094681,1.60638141184422,Male,25.0,Primary or less,2,1,,0,0,0,,0,0,1.0,,4,5.0,
2017,210129317,0.526561510827293,Male,42.0,Secondary,3,1,,1,1,0,,0,0,1.0,,4,1.0,
2017,172496330,0.290594591450477,Male,23.0,Secondary,5,1,,1,0,1,,0,1,1.0,,4,2.0,
2017,137582517,1.58341829370013,Female,32.0,Primary or less,1,1,,0,0,0,,0,0,0.0,,4,5.0,
2017,152136122,0.53978821432027,Female,25.0,Secondary,1,1,,0,0,0,,1,1,1.0,,4,4.0,
2017,200431197,2.00043367565569,Male,34.0,Primary or less,5,0,,0,0,0,,0,0,1.0,,4,2.0,
2017,154154483,2.19975403187099,Male,18.0,Primary or less,2,1,,0,0,0,,1,1,0.0,,4,5.0,
2017,133171566,1.46739178700623,Female,15.0,Secondary,3,1,,1,0,1,,1,1,1.0,,4,1.0,
2017,178648910,1.14720748119165,Female,24.0,Primary or less,2,1,,0,0,0,,0,0,1.0,,4,5.0,
2017,137834807,0.290594591450477,Female,22.0,Secondary,3,1,,1,1,0,,1,1,1.0,,4,1.0,
2017,131633169,2.20658879997486,Male,15.0,Primary or less,3,1,,0,0,0,,1,1,0.0,,4,2.0,
2017,133346649,0.674464021654762,Male,27.0,Secondary,5,1,,1,1,0,,1,1,1.0,,4,1.0,
2017,161140817,1.11382824552544,Female,42.0,Primary or less,1,1,,0,0,0,,0,1,1.0,,4,5.0,
2017,156130977,1.3910115677118,Female,28.0,Primary or less,5,1,,0,0,0,,0,0,1.0,,4,5.0,
2017,178959538,2.10074050178556,Male,60.0,Primary or less,1,1,,0,0,0,,1,0,0.0,,4,5.0,
2017,192486644,1.07757951870875,Female,20.0,Primary or less,4,0,,0,0,0,,0,0,1.0,,4,5.0,
2017,208299290,1.20838251607345,Male,29.0,Primary or less,1,1,,0,0,0,,0,0,0.0,,4,5.0,
2017,199969546,0.956807630458774,Male,35.0,Secondary,5,1,,0,0,0,,1,1,1.0,,4,2.0,
2017,207657515,0.601921576134699,Male,34.0,Secondary,2,1,,0,0,0,,1,0,0.0,,4,5.0,
2017,121028497,0.417024263742977,Female,49.0,Secondary,5,1,,1,1,1,,1,1,1.0,,4,1.0,
2017,165125668,1.73382733870875,Female,35.0,Primary or less,1,1,,0,0,0,,0,0,0.0,,4,5.0,
2017,158074301,0.902676321747067,Male,25.0,Secondary,4,1,,0,0,0,,1,1,1.0,,4,2.0,
2017,130408359,0.550910270106161,Female,65.0,Primary or less,3,0,,0,0,0,,0,0,0.0,,4,5.0,
2017,158808325,1.67550803100242,Female,33.0,Primary or less,2,1,,0,0,0,,0,1,1.0,,4,5.0,
2017,115452084,1.63629874422906,Male,17.0,Secondary,3,1,,0,0,0,,0,0,1.0,,4,5.0,
2017,196455846,0.290594591450477,Male,23.0,Secondary,5,1,,1,0,1,,1,1,1.0,,4,1.0,
2017,185975655,0.290594591450477,Male,40.0,Secondary,5,0,,1,1,0,,1,1,1.0,,4,5.0,
2017,185780379,1.52752994130909,Female,20.0,Secondary,4,0,,0,0,0,,0,0,1.0,,4,5.0,
2017,168008046,0.375100487572305,Female,60.0,Secondary,4,0,,1,1,0,,1,0,1.0,,4,1.0,
2017,125747009,2.78220033334623,Male,16.0,Primary or less,5,1,,0,0,0,,0,0,1.0,,4,5.0,
2021,203250289,0.659843962714212,Male,32.0,Secondary,2,1,Urban,0,0,0,,1,1,0.0,2,4,5.0,0
2021,122059953,0.266955458856948,Female,30.0,Secondary,5,1,Urban,1,1,0,,0,1,1.0,1,4,5.0,0
2021,120544204,0.805692665842827,Male,22.0,Secondary,3,1,Urban,1,0,1,,1,1,0.0,1,4,1.0,1
2021,175639927,1.65593339157107,Male,15.0,Secondary,3,1,Urban,0,0,0,,1,1,0.0,2,4,3.0,0
2021,203987503,1.93763529724086,Female,17.0,Secondary,2,1,Urban,0,0,0,,0,0,0.0,2,4,5.0,0
2021,113281904,0.473158593344677,Female,56.0,Secondary,3,1,Rural,1,1,1,,1,1,1.0,1,4,1.0,1
2021,197235875,0.736862324820991,Male,34.0,Primary or less,1,1,Rural,0,0,0,,0,1,1.0,2,4,5.0,0
2021,178231479,0.699266713371485,Male,51.0,Primary or less,3,1,Urban,0,0,0,,0,1,0.0,2,4,1.0,0
2021,126713579,0.874675385798389,Male,16.0,Secondary,3,1,Urban,1,0,1,,0,1,1.0,1,4,1.0,1
2021,176572451,2.03182506701102,Female,16.0,Secondary,1,1,Rural,0,0,0,,1,1,1.0,1,4,3.0,0
2021,187263936,0.866929960751742,Male,29.0,Secondary,4,1,Urban,1,1,1,,1,0,1.0,1,4,1.0,1
2021,175912169,1.2419500436783,Male,15.0,Secondary,4,0,Urban,1,1,0,,0,1,0.0,2,4,1.0,1
